model	year	odometer	crumb_area	price	model1_est	model5_est	model3_est	model4_est	model2_est
legacy	1997	209000	missoula	1000	-72.30787962709383	2417.3728222996515	1373.570586955385	6418.04289544236	1500
forester	2001	194594	missoula	2800	3275.319191404261	2417.3728222996515	2459.2705392257385	6524.113964686999	2350
forester	2006	140000	minneapolis	3900	5789.730594791781	7276.251040221914	5191.004339310584	6524.113964686999	4000
forester	2001	223	minneapolis	1600	4122.87038677694	2504.294736842105	1616.6022056526763	6524.113964686999	2350
forester	2001	162000	minneapolis	1000	1333.2945755214355	2417.3728222996515	2407.103693265083	6524.113964686999	2350
legacy	2013	104000	minneapolis	10000	12267.572750359574	11650.57939914163	10314.883844498076	6418.04289544236	12000
forester	2001	223	minneapolis	1600	4122.87038677694	2504.294736842105	1616.6022056526763	6524.113964686999	2350
outback	2015	104000	missoula	17499	16828.141227453274	11650.57939914163	16545.19936179145	7574.452145214522	17750
outback	2012	87000	missoula	15500	14273.523328124702	11650.57939914163	14058.420312067525	7574.452145214522	11650
legacy	2004	183350	minneapolis	2500	4109.590242689126	4789.687074829932	2634.730352412361	6418.04289544236	3450
sti-wrx	2016	9000	minneapolis	32000	26045.964328708673	27667.102040816328	30452.228351275306	19286.675213675215	29874.5
forester	2010	114884	minneapolis	8396	9391.161737623317	7276.251040221914	8760.958615740228	6524.113964686999	7100
outback	2002	164000	minneapolis	1200	3183.1438903334983	2417.3728222996515	2593.8099324732466	7574.452145214522	2500
forester	2010	126269	minneapolis	8995	9348.807378146119	7276.251040221914	8313.830613042746	6524.113964686999	7100
wrx	2016	28500	minneapolis	19500	19721.670436336117	18539.40404040404	24465.45142488199	12931.025862068966	22125
forester	2008	174766	atlanta	4350	7106.390801422958	4789.687074829932	5090.983056112385	6524.113964686999	6700
wrx	2007	112900	atlanta	1	10861.185671376172	7276.251040221914	10181.848926512204	12931.025862068966	9749.5
forester	2007	191200	minneapolis	3600	6528.196560426632	4789.687074829932	4406.483450335149	6524.113964686999	5998
sti-wrx	2015	62000	atlanta	27000	23965.92636373372	27667.102040816328	25831.805878517116	19286.675213675215	29750
forester	2009	86050	minneapolis	8900	8642.474996532537	7276.251040221914	9325.225933723494	6524.113964686999	6900
forester	2004	90600	minneapolis	2800	4228.382736635716	7276.251040221914	5716.66733612606	6524.113964686999	3200
outback	2005	150000	minneapolis	6250	5857.750221622959	4789.687074829932	4169.016349056136	7574.452145214522	4400
wrx	2014	82000	minneapolis	15995	17492.19960283439	11650.57939914163	18819.29457005249	12931.025862068966	20250
outback	2006	226000	minneapolis	2650	6552.167887164571	4789.687074829932	2973.7848718896475	7574.452145214522	4997.5
forester	1999	159602	minneapolis	1925	-416.4209290144878	2417.3728222996515	1950.3629630736568	6524.113964686999	1750
outback	2011	98000	atlanta	13500	10977.451704380677	11650.57939914163	11378.964048552849	7574.452145214522	9900
wrx	2009	135000	minneapolis	13500	12877.755364368828	7276.251040221914	11659.790060986303	12931.025862068966	14100
outback	2003	199151	missoula	1500	5998.491241363397	2417.3728222996515	3060.5690184785035	7574.452145214522	3050
legacy	1994	180000	missoula	1100	-2639.9330004300514	2417.3728222996515	1409.611184566921	6418.04289544236	1500
brz	2013	56000	atlanta	14200	14969.877334114837	18539.40404040404	14843.75590338789	16082.274725274725	15950
forester	2011	115800	minneapolis	6900	10265.802886161477	11650.57939914163	9454.807570245943	6524.113964686999	7900
legacy-outback	2015	34000	atlanta	15000	15326.073822063978	18539.40404040404	14785.908993622335	3175.4347826086955	15500
forester	2014	71000	atlanta	18500	12779.310631065799	18539.40404040404	13581.307346928916	6524.113964686999	15900
legacy	2013	124050	minneapolis	7700	12188.555895956692	11650.57939914163	9633.512132567872	6418.04289544236	12000
outback	2005	274000	minneapolis	1900	5587.603435612218	4789.687074829932	1724.6341055417552	7574.452145214522	4400
legacy	2000	215000	minneapolis	1000	525.3867384302033	2417.3728222996515	1282.5837753773912	6418.04289544236	1950
wrx	2014	48000	minneapolis	22500	17732.04957259556	18539.40404040404	21151.614813535765	12931.025862068966	20250
forester-xt	2009	83769	atlanta	11999	10302.446964996054	7276.251040221914	11850.568432872557	9804.4	9900
forester	2006	131000	atlanta	4500	5479.214672062164	7276.251040221914	5187.730474881948	6524.113964686999	4000
forester	2007	160292	minneapolis	6450	6607.250882980936	4789.687074829932	5196.531914043198	6524.113964686999	5998
wrx	2014	59356	atlanta	14500	17296.663898182305	18539.40404040404	19361.25139837603	12931.025862068966	20250
legacy	2015	66000	missoula	17200	16251.939981988535	18539.40404040404	16606.040300617868	6418.04289544236	15995
outback	2003	109200	missoula	4995	6267.8653822842425	7276.251040221914	5259.2600824443925	7574.452145214522	3050
outback	2006	180000	missoula	5950	8678.426488132574	4789.687074829932	4775.783368362732	7574.452145214522	4997.5
forester	2010	159000	minneapolis	6795	9245.481356415637	4789.687074829932	7197.764087643323	6524.113964686999	7100
legacy	2005	165000	minneapolis	4400	5035.069950561758	4789.687074829932	3338.4619507456973	6418.04289544236	4000
forester	2007	154	atlanta	3800	9159.5813595645	7276.251040221914	5041.390700781247	6524.113964686999	5998
sti-wrx	2017	31000	atlanta	30000	26032.55619826428	27667.102040816328	30243.095010027937	19286.675213675215	29999
forester	2011	115900	minneapolis	6900	10265.415989815934	11650.57939914163	9450.685624065083	6524.113964686999	7900
forester	2009	104900	minneapolis	8700	8553.709097256831	7276.251040221914	8453.409816657771	6524.113964686999	6900
brz	2014	46500	atlanta	15750	15931.310355607926	18539.40404040404	16024.48386280581	16082.274725274725	16000
legacy	1997	212000	missoula	700	-78.69839061037874	2417.3728222996515	1352.9042240645676	6418.04289544236	1500
legacy	1995	110000	missoula	900	-1540.9627035152052	2504.294736842105	2044.0860375970751	6418.04289544236	1100
forester	2005	74000	atlanta	5500	4856.963948674449	7276.251040221914	6845.517743200537	6524.113964686999	3700
forester	2010	141000	minneapolis	5800	9299.342855711171	7276.251040221914	7783.33252723395	6524.113964686999	7100
forester	2017	24736	minneapolis	22000	16226.05544827991	18539.40404040404	18647.24072707588	6524.113964686999	17700
wrx	2011	75000	minneapolis	12000	14897.576056392343	11650.57939914163	16389.729898424608	12931.025862068966	15750
legacy-outback	2006	117000	atlanta	8700	6868.807798501461	7276.251040221914	6223.271789824188	3175.4347826086955	4799
sti-wrx	2015	59500	atlanta	24000	23984.35978209054	27667.102040816328	26024.297746364413	19286.675213675215	29750
outback	2000	237000	minneapolis	1900	1261.6526227590457	2417.3728222996515	1142.1681804103991	7574.452145214522	2350
outback	2006	180000	missoula	6500	8678.426488132574	4789.687074829932	4775.783368362732	7574.452145214522	4997.5
outback	2003	170000	missoula	3000	6069.451261805731	2417.3728222996515	3629.0008497027675	7574.452145214522	3050
legacy	2015	69000	missoula	17200	16232.028150644697	18539.40404040404	16474.119603116567	6418.04289544236	15995
outback	2001	185668	atlanta	2500	1909.0042327554404	2417.3728222996515	2438.739574296703	7574.452145214522	2450
wrx	2002	164000	minneapolis	3500	6643.113919573856	2417.3728222996515	5287.621764057354	12931.025862068966	5500
outback	2010	128000	minneapolis	10000	10319.853732769318	7276.251040221914	8774.289661233446	7574.452145214522	8900
outback	2007	159218	minneapolis	5200	7587.414543253386	4789.687074829932	5159.234641056984	7574.452145214522	5495
outback	2007	129	minneapolis	4585	10523.513733640228	7276.251040221914	4537.242326958356	7574.452145214522	5495
impreza	1993	216000	minneapolis	750	-6782.744474981122	2417.3728222996515	2735.3023773552977	6655.659942363112	1900
impreza-wrx	2002	141000	atlanta	4000	4698.6519298769945	7276.251040221914	5930.139201343192	9121.141592920354	5300
outback	2009	145750	atlanta	8995	9043.136875975242	7276.251040221914	7205.379682414692	7574.452145214522	8000
forester	2010	163450	minneapolis	6900	9233.106184800787	4789.687074829932	7062.326434733607	6524.113964686999	7100
forester	2012	61000	minneapolis	12000	11431.208488141854	18539.40404040404	13017.135609805267	6524.113964686999	9500
legacy	2010	92085	atlanta	3850	9347.199072848623	7276.251040221914	7459.522111255751	6418.04289544236	6500
forester	2001	153000	minneapolis	1800	1358.9199202838577	2417.3728222996515	2583.089481183806	6524.113964686999	2350
impreza-wrx	2003	133000	minneapolis	9500	5943.338587753575	7276.251040221914	5678.831937612213	9121.141592920354	5500
legacy	1993	145000	missoula	600	-3421.1948082245776	2504.294736842105	1655.2855708958614	6418.04289544236	1450
wrx	2003	130000	minneapolis	2000	7625.468745429096	7276.251040221914	6708.828744842749	12931.025862068966	5900
wrx	1998	207000	atlanta	6750	2685.6071319456332	2417.3728222996515	3377.265913716107	12931.025862068966	2500
brz	2013	34000	atlanta	17400	15193.210781861384	18539.40404040404	16558.59124171591	16082.274725274725	15950
brz	2015	55000	atlanta	18500	16734.34747535327	18539.40404040404	15865.27111736095	16082.274725274725	15999.5
outback	1998	143000	atlanta	1800	-608.5319585371305	2504.294736842105	3043.567487147394	7574.452145214522	1900
impreza-wrx	2006	132700	minneapolis	8999	8578.953060663607	7276.251040221914	8343.769363438108	9121.141592920354	7000
legacy	2012	75905	minneapolis	9950	11530.482402216607	11650.57939914163	10637.855021153295	6418.04289544236	7500
forester-xt	2005	173000	atlanta	6000	6464.577906931485	4789.687074829932	6303.071277550796	9804.4	5500
impreza	2002	170	atlanta	2800	3779.726978310467	7276.251040221914	3359.0417586170743	6655.659942363112	3000
outback	2001	196	minneapolis	2100	5139.180164196481	2504.294736842105	1940.1621651087344	7574.452145214522	2450
wrx	2002	164000	minneapolis	3500	6643.113919573856	2417.3728222996515	5287.621764057354	12931.025862068966	5500
impreza	2006	151000	minneapolis	4475	4794.376106872858	4789.687074829932	3933.2363425853628	6655.659942363112	4750
outback	1998	160000	minneapolis	2000	-318.5886134944211	2417.3728222996515	2050.5114401856636	7574.452145214522	1900
outback	2007	129546	minneapolis	4695	7679.869851713143	7276.251040221914	6116.298820623382	7574.452145214522	5495
forester	2001	121000	minneapolis	NA	1464.106722855337	2504.294736842105	3301.5484768051947	6524.113964686999	2350
legacy	2006	94726	minneapolis	4200	6162.026330385901	7276.251040221914	5569.9012749402855	6418.04289544236	5000
outback	2006	187000	minneapolis	3400	6637.104374998085	4789.687074829932	3791.081736058025	7574.452145214522	4997.5
impreza	2008	117356	minneapolis	5700	6663.771659211292	7276.251040221914	5492.769025872634	6655.659942363112	5500
impreza	2014	30555	missoula	8500	14559.79084406261	11567.134146341463	13471.60377548499	6655.659942363112	11250
sti-wrx	2016	37000	minneapolis	28000	25415.51882568321	27667.102040816328	27290.84877422751	19286.675213675215	29874.5
outback	2007	166200	missoula	6500	9592.389605116994	4789.687074829932	5789.274461582674	7574.452145214522	5495
legacy	2006	94726	minneapolis	4200	6162.026330385901	7276.251040221914	5569.9012749402855	6418.04289544236	5000
legacy-outback	2008	106400	missoula	6000	11032.29243110583	7276.251040221914	7058.2291733708025	3175.4347826086955	6500
outback	2004	175000	atlanta	3500	4570.137609442363	4789.687074829932	3290.3228401311853	7574.452145214522	3999.5
forester	2004	200000	atlanta	4350	3533.116965826523	4789.687074829932	2607.48791333192	6524.113964686999	3200
sti-wrx	2008	238000	missoula	23900	19580.13709613839	4789.687074829932	16078.807945898758	19286.675213675215	16750
outback	2005	109350	missoula	7500	8023.651616078534	7276.251040221914	6344.451681608893	7574.452145214522	4400
wrx	2015	46000	atlanta	20500	18289.000653783736	18539.40404040404	21088.902117372578	12931.025862068966	21000
outback	2014	34600	missoula	18500	16442.784872076612	18539.40404040404	21033.420773017584	7574.452145214522	16500
wrx	2016	36500	atlanta	15499	19270.723885512656	18539.40404040404	22528.440987166992	12931.025862068966	22125
outback	2001	176243	atlanta	1500	1932.3620948811551	2417.3728222996515	2600.909798031965	7574.452145214522	2450
legacy-outback	2005	165689	atlanta	4000	5834.632212123004	4789.687074829932	4882.623036964225	3175.4347826086955	4774.5
forester	2002	175000	missoula	1000	4201.104425321581	2417.3728222996515	2887.431069262282	6524.113964686999	2700
